* Measurement data measured by REW V5.19
* Source: D:\Downloads\Floyd Toole Trained Listeners only.csv
* Format: Comma/Tab/Space delimited data
* Dated: Oct 22, 2020 9:47:07 PM
* REW Settings:
*  C-weighting compensation: Off
*  Target level: 75.0 dB
* Note: Measurement imported from D:\Downloads\Floyd Toole Trained Listeners only.csv Format: Comma/Tab/Space delimited data 406 values loaded, 20 Hz to 19,672 Hz
* Measurement: Floyd Toole Trained List
* Smoothing: None
* Frequency Step: 0.25000003 Hz
* Start Frequency: 20.0 Hz
*
* Freq(Hz) SPL(dB) Phase(degrees)
14810.302 -4.605 0
14810.552 -4.605 0
14810.802 -4.605 0
14811.052 -4.605 0
14811.302 -4.606 0
14811.552 -4.606 0
14811.802 -4.606 0
14812.052 -4.606 0
14812.302 -4.606 0
14812.552 -4.606 0
14812.802 -4.606 0
14813.052 -4.606 0
14813.302 -4.607 0
14813.552 -4.607 0
14813.802 -4.607 0
14814.052 -4.607 0
14814.302 -4.607 0
14814.552 -4.607 0
14814.802 -4.607 0
14815.052 -4.607 0
14815.302 -4.608 0
14815.552 -4.608 0
14815.802 -4.608 0
14816.052 -4.608 0
14816.302 -4.608 0
14816.552 -4.608 0
14816.802 -4.608 0
14817.052 -4.608 0
14817.302 -4.609 0
14817.552 -4.609 0
14817.802 -4.609 0
14818.052 -4.609 0
14818.302 -4.609 0
14818.552 -4.609 0
14818.802 -4.609 0
14819.052 -4.609 0
14819.302 -4.609 0
14819.552 -4.610 0
14819.802 -4.610 0
14820.052 -4.610 0
14820.302 -4.610 0
14820.552 -4.610 0
14820.802 -4.610 0
14821.052 -4.610 0
14821.302 -4.610 0
14821.552 -4.611 0
14821.802 -4.611 0
14822.052 -4.611 0
14822.302 -4.611 0
14822.552 -4.611 0
14822.802 -4.611 0
14823.052 -4.611 0
14823.302 -4.611 0
14823.552 -4.612 0
14823.802 -4.612 0
14824.052 -4.612 0
14824.302 -4.612 0
14824.552 -4.612 0
14824.802 -4.612 0
14825.052 -4.612 0
14825.302 -4.612 0
14825.552 -4.613 0
14825.802 -4.613 0
14826.052 -4.613 0
14826.302 -4.613 0
14826.552 -4.613 0
14826.802 -4.613 0
14827.052 -4.613 0
14827.302 -4.613 0
14827.552 -4.613 0
14827.802 -4.614 0
14828.052 -4.614 0
14828.302 -4.614 0
14828.552 -4.614 0
14828.802 -4.614 0
14829.052 -4.614 0
14829.302 -4.614 0
14829.552 -4.614 0
14829.802 -4.615 0
14830.052 -4.615 0
14830.302 -4.615 0
14830.552 -4.615 0
14830.802 -4.615 0
14831.052 -4.615 0
14831.302 -4.615 0
14831.552 -4.615 0
14831.802 -4.616 0
14832.052 -4.616 0
14832.302 -4.616 0
14832.552 -4.616 0
14832.802 -4.616 0
14833.052 -4.616 0
14833.302 -4.616 0
14833.552 -4.616 0
14833.802 -4.616 0
14834.052 -4.617 0
14834.302 -4.617 0
14834.552 -4.617 0
14834.802 -4.617 0
14835.052 -4.617 0
14835.302 -4.617 0
14835.552 -4.617 0
14835.802 -4.617 0
14836.052 -4.618 0
14836.302 -4.618 0
14836.552 -4.618 0
14836.802 -4.618 0
14837.052 -4.618 0
14837.302 -4.618 0
14837.552 -4.618 0
14837.802 -4.618 0
14838.052 -4.619 0
14838.302 -4.619 0
14838.552 -4.619 0
14838.802 -4.619 0
14839.052 -4.619 0
14839.302 -4.619 0
14839.552 -4.619 0
14839.802 -4.619 0
14840.052 -4.620 0
14840.302 -4.620 0
14840.552 -4.620 0
14840.802 -4.620 0
14841.052 -4.620 0
14841.302 -4.620 0
14841.552 -4.620 0
14841.802 -4.620 0
14842.052 -4.620 0
14842.302 -4.621 0
14842.552 -4.621 0
14842.802 -4.621 0
14843.052 -4.621 0
14843.302 -4.621 0
14843.552 -4.621 0
14843.802 -4.621 0
14844.052 -4.621 0
14844.302 -4.622 0
14844.552 -4.622 0
14844.802 -4.622 0
14845.052 -4.622 0
14845.302 -4.622 0
14845.552 -4.622 0
14845.802 -4.622 0
14846.052 -4.622 0
14846.302 -4.623 0
14846.552 -4.623 0
14846.802 -4.623 0
14847.052 -4.623 0
14847.302 -4.623 0
14847.552 -4.623 0
14847.802 -4.623 0
14848.052 -4.623 0
14848.302 -4.623 0
14848.552 -4.624 0
14848.802 -4.624 0
14849.052 -4.624 0
14849.302 -4.624 0
14849.552 -4.624 0
14849.802 -4.624 0
14850.052 -4.624 0
14850.302 -4.624 0
14850.552 -4.625 0
14850.802 -4.625 0
14851.052 -4.625 0
14851.302 -4.625 0
14851.552 -4.625 0
14851.802 -4.625 0
14852.052 -4.625 0
14852.302 -4.625 0
14852.552 -4.626 0
14852.802 -4.626 0
14853.052 -4.626 0
14853.302 -4.626 0
14853.552 -4.626 0
14853.802 -4.626 0
14854.052 -4.626 0
14854.302 -4.626 0
14854.552 -4.627 0
14854.802 -4.627 0
14855.052 -4.627 0
14855.302 -4.627 0
14855.552 -4.627 0
14855.802 -4.627 0
14856.052 -4.627 0
14856.302 -4.627 0
14856.552 -4.627 0
14856.802 -4.628 0
14857.052 -4.628 0
14857.302 -4.628 0
14857.552 -4.628 0
14857.802 -4.628 0
14858.052 -4.628 0
14858.302 -4.628 0
14858.552 -4.628 0
14858.802 -4.629 0
14859.052 -4.629 0
14859.302 -4.629 0
14859.552 -4.629 0
14859.802 -4.629 0
14860.052 -4.629 0
14860.302 -4.629 0
14860.552 -4.629 0
14860.802 -4.630 0
14861.052 -4.630 0
14861.302 -4.630 0
14861.552 -4.630 0
14861.802 -4.630 0
14862.052 -4.630 0
14862.302 -4.630 0
14862.552 -4.630 0
14862.802 -4.630 0
14863.052 -4.631 0
14863.302 -4.631 0
14863.552 -4.631 0
14863.802 -4.631 0
14864.052 -4.631 0
14864.302 -4.631 0
14864.552 -4.631 0
14864.802 -4.631 0
14865.052 -4.632 0
14865.302 -4.632 0
14865.552 -4.632 0
14865.802 -4.632 0
14866.052 -4.632 0
14866.302 -4.632 0
14866.552 -4.632 0
14866.802 -4.632 0
14867.052 -4.633 0
14867.302 -4.633 0
14867.552 -4.633 0
14867.802 -4.633 0
14868.052 -4.633 0
14868.302 -4.633 0
14868.552 -4.633 0
14868.802 -4.633 0
14869.052 -4.633 0
14869.302 -4.634 0
14869.552 -4.634 0
14869.802 -4.634 0
14870.052 -4.634 0
14870.302 -4.634 0
14870.552 -4.634 0
14870.802 -4.634 0
14871.052 -4.634 0
14871.302 -4.635 0
14871.552 -4.635 0
14871.802 -4.635 0
14872.052 -4.635 0
14872.302 -4.635 0
14872.552 -4.635 0
14872.802 -4.635 0
14873.052 -4.635 0
14873.302 -4.636 0
14873.552 -4.636 0
14873.802 -4.636 0
14874.052 -4.636 0
14874.302 -4.636 0
14874.552 -4.636 0
14874.802 -4.636 0
14875.052 -4.636 0
14875.302 -4.637 0
14875.552 -4.637 0
14875.802 -4.637 0
14876.052 -4.637 0
14876.302 -4.637 0
14876.552 -4.637 0
14876.802 -4.637 0
14877.052 -4.637 0
14877.302 -4.637 0
14877.552 -4.638 0
14877.802 -4.638 0
14878.052 -4.638 0
14878.302 -4.638 0
14878.552 -4.638 0
14878.802 -4.638 0
14879.052 -4.638 0
14879.302 -4.638 0
14879.552 -4.639 0
14879.802 -4.639 0
14880.052 -4.639 0
14880.302 -4.639 0
14880.552 -4.639 0
14880.802 -4.639 0
14881.052 -4.639 0
14881.302 -4.639 0
14881.552 -4.640 0
14881.802 -4.640 0
14882.052 -4.640 0
14882.302 -4.640 0
14882.552 -4.640 0
14882.802 -4.640 0
14883.052 -4.640 0
14883.302 -4.640 0
14883.552 -4.641 0
14883.802 -4.641 0
14884.052 -4.641 0
14884.302 -4.641 0
14884.552 -4.641 0
14884.802 -4.641 0
14885.052 -4.641 0
14885.302 -4.641 0
14885.552 -4.641 0
14885.802 -4.642 0
14886.052 -4.642 0
14886.302 -4.642 0
14886.552 -4.642 0
14886.802 -4.642 0
14887.052 -4.642 0
14887.302 -4.642 0
14887.552 -4.642 0
14887.802 -4.643 0
14888.052 -4.643 0
14888.302 -4.643 0
14888.552 -4.643 0
14888.802 -4.643 0
14889.052 -4.643 0
14889.302 -4.643 0
14889.552 -4.643 0
14889.802 -4.644 0
14890.052 -4.644 0
14890.302 -4.644 0
14890.552 -4.644 0
14890.802 -4.644 0
14891.052 -4.644 0
14891.302 -4.644 0
14891.552 -4.644 0
14891.802 -4.644 0
14892.052 -4.645 0
14892.302 -4.645 0
14892.552 -4.645 0
14892.802 -4.645 0
14893.052 -4.645 0
14893.302 -4.645 0
14893.552 -4.645 0
14893.802 -4.645 0
14894.052 -4.646 0
14894.302 -4.646 0
14894.552 -4.646 0
14894.802 -4.646 0
14895.052 -4.646 0
14895.302 -4.646 0
14895.552 -4.646 0
14895.802 -4.646 0
14896.052 -4.647 0
14896.302 -4.647 0
14896.552 -4.647 0
14896.802 -4.647 0
14897.052 -4.647 0
14897.302 -4.647 0
14897.552 -4.647 0
14897.802 -4.647 0
14898.052 -4.648 0
14898.302 -4.648 0
14898.552 -4.648 0
14898.802 -4.648 0
14899.052 -4.648 0
14899.302 -4.648 0
14899.552 -4.648 0
14899.802 -4.648 0
14900.052 -4.648 0
14900.302 -4.649 0
14900.552 -4.649 0
14900.802 -4.649 0
14901.052 -4.649 0
14901.302 -4.649 0
14901.552 -4.649 0
14901.802 -4.649 0
14902.052 -4.649 0
14902.302 -4.650 0
14902.552 -4.650 0
14902.802 -4.650 0
14903.052 -4.650 0
14903.302 -4.650 0
14903.552 -4.650 0
14903.802 -4.650 0
14904.052 -4.650 0
14904.302 -4.651 0
14904.552 -4.651 0
14904.802 -4.651 0
14905.052 -4.651 0
14905.302 -4.651 0
14905.552 -4.651 0
14905.802 -4.651 0
14906.052 -4.651 0
14906.302 -4.652 0
14906.552 -4.652 0
14906.802 -4.652 0
14907.052 -4.652 0
14907.302 -4.652 0
14907.552 -4.652 0
14907.802 -4.652 0
14908.052 -4.652 0
14908.302 -4.652 0
14908.552 -4.653 0
14908.802 -4.653 0
14909.052 -4.653 0
14909.302 -4.653 0
14909.552 -4.653 0
14909.802 -4.653 0
14910.052 -4.653 0
14910.302 -4.653 0
14910.552 -4.654 0
14910.802 -4.654 0
14911.052 -4.654 0
14911.302 -4.654 0
14911.552 -4.654 0
14911.802 -4.654 0
14912.052 -4.654 0
14912.302 -4.654 0
14912.552 -4.655 0
14912.802 -4.655 0
14913.052 -4.655 0
14913.302 -4.655 0
14913.552 -4.655 0
14913.802 -4.655 0
14914.052 -4.655 0
14914.302 -4.655 0
14914.552 -4.656 0
14914.802 -4.656 0
14915.052 -4.656 0
14915.302 -4.656 0
14915.552 -4.656 0
14915.802 -4.656 0
14916.052 -4.656 0
14916.302 -4.656 0
14916.552 -4.656 0
14916.802 -4.657 0
14917.052 -4.657 0
14917.302 -4.657 0
14917.552 -4.657 0
14917.802 -4.657 0
14918.052 -4.657 0
14918.302 -4.657 0
14918.552 -4.657 0
14918.802 -4.658 0
14919.052 -4.658 0
14919.302 -4.658 0
14919.552 -4.658 0
14919.802 -4.658 0
14920.052 -4.658 0
14920.302 -4.658 0
14920.552 -4.658 0
14920.802 -4.659 0
14921.052 -4.659 0
14921.302 -4.659 0
14921.552 -4.659 0
14921.802 -4.659 0
14922.052 -4.659 0
14922.302 -4.659 0
14922.552 -4.659 0
14922.802 -4.660 0
14923.052 -4.660 0
14923.302 -4.660 0
14923.552 -4.660 0
14923.802 -4.660 0
14924.052 -4.660 0
14924.302 -4.660 0
14924.552 -4.660 0
14924.802 -4.660 0
14925.052 -4.661 0
14925.302 -4.661 0
14925.552 -4.661 0
14925.802 -4.661 0
14926.052 -4.661 0
14926.302 -4.661 0
14926.552 -4.661 0
14926.802 -4.661 0
14927.052 -4.662 0
14927.302 -4.662 0
14927.552 -4.662 0
14927.802 -4.662 0
14928.052 -4.662 0
14928.302 -4.662 0
14928.552 -4.662 0
14928.802 -4.662 0
14929.052 -4.663 0
14929.302 -4.663 0
14929.552 -4.663 0
14929.802 -4.663 0
14930.052 -4.663 0
14930.302 -4.663 0
14930.552 -4.663 0
14930.802 -4.663 0
14931.052 -4.664 0
14931.302 -4.664 0
14931.552 -4.664 0
14931.802 -4.664 0
14932.052 -4.664 0
14932.302 -4.664 0
14932.552 -4.664 0
14932.802 -4.664 0
14933.052 -4.664 0
14933.302 -4.665 0
14933.552 -4.665 0
14933.802 -4.665 0
14934.052 -4.665 0
14934.302 -4.665 0
14934.552 -4.665 0
14934.802 -4.665 0
14935.052 -4.665 0
14935.302 -4.666 0
14935.552 -4.666 0
14935.802 -4.666 0
14936.052 -4.666 0
14936.302 -4.666 0
14936.552 -4.666 0
14936.802 -4.666 0
14937.052 -4.666 0
14937.302 -4.667 0
14937.552 -4.667 0
14937.802 -4.667 0
14938.052 -4.667 0
14938.302 -4.667 0
14938.552 -4.667 0
14938.802 -4.667 0
14939.052 -4.667 0
14939.302 -4.668 0
14939.552 -4.668 0
14939.802 -4.668 0
14940.052 -4.668 0
14940.302 -4.668 0
14940.552 -4.668 0
14940.802 -4.668 0
14941.052 -4.668 0
14941.302 -4.669 0
14941.552 -4.669 0
14941.802 -4.669 0
14942.052 -4.669 0
14942.302 -4.669 0
14942.552 -4.669 0
14942.802 -4.669 0
14943.052 -4.669 0
14943.302 -4.669 0
14943.552 -4.670 0
14943.802 -4.670 0
14944.052 -4.670 0
14944.302 -4.670 0
14944.552 -4.670 0
14944.802 -4.670 0
14945.052 -4.670 0
14945.302 -4.670 0
14945.552 -4.671 0
14945.802 -4.671 0
14946.052 -4.671 0
14946.302 -4.671 0
14946.552 -4.671 0
14946.802 -4.671 0
14947.052 -4.671 0
14947.302 -4.671 0
14947.552 -4.672 0
14947.802 -4.672 0
14948.052 -4.672 0
14948.302 -4.672 0
14948.552 -4.672 0
14948.802 -4.672 0
14949.052 -4.672 0
14949.302 -4.672 0
14949.552 -4.673 0
14949.802 -4.673 0
14950.052 -4.673 0
14950.302 -4.673 0
14950.552 -4.673 0
14950.802 -4.673 0
14951.052 -4.673 0
14951.302 -4.673 0
14951.552 -4.673 0
14951.802 -4.674 0
14952.052 -4.674 0
14952.302 -4.674 0
14952.552 -4.674 0
14952.802 -4.674 0
14953.052 -4.674 0
14953.302 -4.674 0
14953.552 -4.674 0
14953.802 -4.675 0
14954.052 -4.675 0
14954.302 -4.675 0
14954.552 -4.675 0
14954.802 -4.675 0
14955.052 -4.675 0
14955.302 -4.675 0
14955.552 -4.675 0
14955.802 -4.676 0
14956.052 -4.676 0
14956.302 -4.676 0
14956.552 -4.676 0
14956.802 -4.676 0
14957.052 -4.676 0
14957.302 -4.676 0
14957.552 -4.676 0
14957.802 -4.677 0
14958.052 -4.677 0
14958.302 -4.677 0
14958.552 -4.677 0
14958.802 -4.677 0
14959.052 -4.677 0
14959.302 -4.677 0
14959.552 -4.677 0
14959.802 -4.678 0
14960.052 -4.678 0
14960.302 -4.678 0
14960.552 -4.678 0
14960.802 -4.678 0
14961.052 -4.678 0
14961.302 -4.678 0
14961.552 -4.678 0
14961.802 -4.679 0
14962.052 -4.679 0
14962.302 -4.679 0
14962.552 -4.679 0
14962.802 -4.679 0
14963.052 -4.679 0
14963.302 -4.679 0
14963.552 -4.679 0
14963.802 -4.679 0
14964.052 -4.680 0
14964.302 -4.680 0
14964.552 -4.680 0
14964.802 -4.680 0
14965.052 -4.680 0
14965.302 -4.680 0
14965.552 -4.680 0
14965.802 -4.680 0
14966.052 -4.681 0
14966.302 -4.681 0
14966.552 -4.681 0
14966.802 -4.681 0
14967.052 -4.681 0
14967.302 -4.681 0
14967.552 -4.681 0
14967.802 -4.681 0
14968.052 -4.682 0
14968.302 -4.682 0
14968.552 -4.682 0
14968.802 -4.682 0
14969.052 -4.682 0
14969.302 -4.682 0
14969.552 -4.682 0
14969.802 -4.682 0
14970.052 -4.683 0
14970.302 -4.683 0
14970.552 -4.683 0
14970.802 -4.683 0
14971.052 -4.683 0
14971.302 -4.683 0
14971.552 -4.683 0
14971.802 -4.683 0
14972.052 -4.684 0
14972.302 -4.684 0
14972.552 -4.684 0
14972.802 -4.684 0
14973.052 -4.684 0
14973.302 -4.684 0
14973.552 -4.684 0
14973.802 -4.684 0
14974.052 -4.684 0
14974.302 -4.685 0
14974.552 -4.685 0
14974.802 -4.685 0
14975.052 -4.685 0
14975.302 -4.685 0
14975.552 -4.685 0
14975.802 -4.685 0
14976.052 -4.685 0
14976.302 -4.686 0
14976.552 -4.686 0
14976.802 -4.686 0
14977.052 -4.686 0
14977.302 -4.686 0
14977.552 -4.686 0
14977.802 -4.686 0
14978.052 -4.686 0
14978.302 -4.687 0
14978.552 -4.687 0
14978.802 -4.687 0
14979.052 -4.687 0
14979.302 -4.687 0
14979.552 -4.687 0
14979.802 -4.687 0
14980.052 -4.687 0
14980.302 -4.688 0
14980.552 -4.688 0
14980.802 -4.688 0
14981.052 -4.688 0
14981.302 -4.688 0
14981.552 -4.688 0
14981.802 -4.688 0
14982.052 -4.688 0
14982.302 -4.689 0
14982.552 -4.689 0
14982.802 -4.689 0
14983.052 -4.689 0
14983.302 -4.689 0
14983.552 -4.689 0
14983.802 -4.689 0
14984.052 -4.689 0
14984.302 -4.690 0
14984.552 -4.690 0
14984.802 -4.690 0
14985.052 -4.690 0
14985.302 -4.690 0
14985.552 -4.690 0
14985.802 -4.690 0
14986.052 -4.690 0
14986.302 -4.691 0
14986.552 -4.691 0
14986.802 -4.691 0
14987.052 -4.691 0
14987.302 -4.691 0
14987.552 -4.691 0
14987.802 -4.691 0
14988.052 -4.691 0
14988.302 -4.691 0
14988.552 -4.692 0
14988.802 -4.692 0
14989.052 -4.692 0
14989.302 -4.692 0
14989.552 -4.692 0
14989.802 -4.692 0
14990.052 -4.692 0
14990.302 -4.692 0
14990.552 -4.693 0
14990.802 -4.693 0
14991.052 -4.693 0
14991.302 -4.693 0
14991.552 -4.693 0
14991.802 -4.693 0
14992.052 -4.693 0
14992.302 -4.693 0
14992.552 -4.694 0
14992.802 -4.694 0
14993.052 -4.694 0
14993.302 -4.694 0
14993.552 -4.694 0
14993.802 -4.694 0
14994.052 -4.694 0
14994.302 -4.694 0
14994.552 -4.695 0
14994.802 -4.695 0
14995.052 -4.695 0
14995.302 -4.695 0
14995.552 -4.695 0
14995.802 -4.695 0
14996.052 -4.695 0
14996.302 -4.695 0
14996.552 -4.696 0
14996.802 -4.696 0
14997.052 -4.696 0
14997.302 -4.696 0
14997.552 -4.696 0
14997.802 -4.696 0
14998.052 -4.696 0
14998.302 -4.696 0
14998.552 -4.697 0
14998.802 -4.697 0
14999.052 -4.697 0
14999.302 -4.697 0
14999.552 -4.697 0
14999.802 -4.697 0
15000.052 -4.697 0
15000.302 -4.697 0
15000.552 -4.698 0
15000.802 -4.698 0
15001.052 -4.698 0
15001.302 -4.698 0
15001.552 -4.698 0
15001.802 -4.698 0
15002.052 -4.698 0
15002.302 -4.698 0
15002.552 -4.698 0
15002.802 -4.699 0
15003.052 -4.699 0
15003.302 -4.699 0
15003.552 -4.699 0
15003.802 -4.699 0
15004.052 -4.699 0
15004.302 -4.699 0
15004.552 -4.699 0
15004.802 -4.700 0
15005.052 -4.700 0
15005.302 -4.700 0
15005.552 -4.700 0
15005.802 -4.700 0
15006.052 -4.700 0
15006.302 -4.700 0
15006.552 -4.700 0
15006.802 -4.701 0
15007.052 -4.701 0
15007.302 -4.701 0
15007.552 -4.701 0
15007.802 -4.701 0
15008.052 -4.701 0
15008.302 -4.701 0
15008.552 -4.701 0
15008.802 -4.702 0
15009.052 -4.702 0
15009.302 -4.702 0
15009.552 -4.702 0
15009.802 -4.702 0
15010.052 -4.702 0
15010.302 -4.702 0
15010.552 -4.702 0
15010.802 -4.703 0
15011.052 -4.703 0
15011.302 -4.703 0
15011.552 -4.703 0
15011.802 -4.703 0
15012.052 -4.703 0
15012.302 -4.703 0
15012.552 -4.703 0
15012.802 -4.704 0
15013.052 -4.704 0
15013.302 -4.704 0
15013.552 -4.704 0
15013.802 -4.704 0
15014.052 -4.704 0
15014.302 -4.704 0
15014.552 -4.704 0
15014.802 -4.705 0
15015.052 -4.705 0
15015.302 -4.705 0
15015.552 -4.705 0
15015.802 -4.705 0
15016.052 -4.705 0
15016.302 -4.705 0
15016.552 -4.705 0
15016.802 -4.706 0
15017.052 -4.706 0
15017.302 -4.706 0
15017.552 -4.706 0
15017.802 -4.706 0
15018.052 -4.706 0
15018.302 -4.706 0
15018.552 -4.706 0
15018.802 -4.707 0
15019.052 -4.707 0
15019.302 -4.707 0
15019.552 -4.707 0
15019.802 -4.707 0
15020.052 -4.707 0
15020.302 -4.707 0
15020.552 -4.707 0
15020.802 -4.708 0
15021.052 -4.708 0
15021.302 -4.708 0
15021.552 -4.708 0
15021.802 -4.708 0
15022.052 -4.708 0
15022.302 -4.708 0
15022.552 -4.708 0
15022.802 -4.708 0
15023.052 -4.709 0
15023.302 -4.709 0
15023.552 -4.709 0
15023.802 -4.709 0
15024.052 -4.709 0
15024.302 -4.709 0
15024.552 -4.709 0
15024.802 -4.709 0
15025.052 -4.710 0
15025.302 -4.710 0
15025.552 -4.710 0
15025.802 -4.710 0
15026.052 -4.710 0
15026.302 -4.710 0
15026.552 -4.710 0
15026.802 -4.710 0
15027.052 -4.711 0
15027.302 -4.711 0
15027.552 -4.711 0
15027.802 -4.711 0
15028.052 -4.711 0
15028.302 -4.711 0
15028.552 -4.711 0
15028.802 -4.711 0
15029.052 -4.712 0
15029.302 -4.712 0
15029.552 -4.712 0
15029.802 -4.712 0
15030.052 -4.712 0
15030.302 -4.712 0
15030.552 -4.712 0
15030.802 -4.712 0
15031.052 -4.713 0
15031.302 -4.713 0
15031.552 -4.713 0
15031.802 -4.713 0
15032.052 -4.713 0
15032.302 -4.713 0
15032.552 -4.713 0
15032.802 -4.713 0
15033.052 -4.714 0
15033.302 -4.714 0
15033.552 -4.714 0
15033.802 -4.714 0
15034.052 -4.714 0
15034.302 -4.714 0
15034.552 -4.714 0
15034.802 -4.714 0
15035.052 -4.715 0
15035.302 -4.715 0
15035.552 -4.715 0
15035.802 -4.715 0
15036.052 -4.715 0
15036.302 -4.715 0
15036.552 -4.715 0
15036.802 -4.715 0
15037.052 -4.716 0
15037.302 -4.716 0
15037.552 -4.716 0
15037.802 -4.716 0
15038.052 -4.716 0
15038.302 -4.716 0
15038.552 -4.716 0
15038.802 -4.716 0
15039.052 -4.717 0
15039.302 -4.717 0
15039.552 -4.717 0
15039.802 -4.717 0
15040.052 -4.717 0
15040.302 -4.717 0
15040.552 -4.717 0
15040.802 -4.717 0
15041.052 -4.718 0
15041.302 -4.718 0
15041.552 -4.718 0
15041.802 -4.718 0
15042.052 -4.718 0
15042.302 -4.718 0
15042.552 -4.718 0
15042.802 -4.718 0
15043.052 -4.719 0
15043.302 -4.719 0
15043.552 -4.719 0
15043.802 -4.719 0
15044.052 -4.719 0
15044.302 -4.719 0
15044.552 -4.719 0
15044.802 -4.719 0
15045.052 -4.720 0
15045.302 -4.720 0
15045.552 -4.720 0
15045.802 -4.720 0
15046.052 -4.720 0
15046.302 -4.720 0
15046.552 -4.720 0
15046.802 -4.720 0
15047.052 -4.721 0
15047.302 -4.721 0
15047.552 -4.721 0
15047.802 -4.721 0
15048.052 -4.721 0
15048.302 -4.721 0
15048.552 -4.721 0
15048.802 -4.721 0
15049.052 -4.722 0
15049.302 -4.722 0
15049.552 -4.722 0
15049.802 -4.722 0
15050.052 -4.722 0
15050.302 -4.722 0
15050.552 -4.722 0
15050.802 -4.722 0
15051.052 -4.723 0
15051.302 -4.723 0
15051.552 -4.723 0
15051.802 -4.723 0
15052.052 -4.723 0
15052.302 -4.723 0
15052.552 -4.723 0
15052.802 -4.723 0
15053.052 -4.724 0
15053.302 -4.724 0
15053.552 -4.724 0
15053.802 -4.724 0
15054.052 -4.724 0
15054.302 -4.724 0
15054.552 -4.724 0
15054.802 -4.724 0
15055.052 -4.725 0
15055.302 -4.725 0
15055.552 -4.725 0
15055.802 -4.725 0
15056.052 -4.725 0
15056.302 -4.725 0
15056.552 -4.725 0
15056.802 -4.725 0
15057.052 -4.726 0
15057.302 -4.726 0
15057.552 -4.726 0
15057.802 -4.726 0
15058.052 -4.726 0
15058.302 -4.726 0
15058.552 -4.726 0
15058.802 -4.726 0
15059.052 -4.727 0
15059.302 -4.727 0
15059.552 -4.727 0
15059.802 -4.727 0
15060.052 -4.727 0
15060.302 -4.727 0
15060.552 -4.727 0
15060.802 -4.727 0
15061.052 -4.728 0
15061.302 -4.728 0
15061.552 -4.728 0
15061.802 -4.728 0
15062.052 -4.728 0
15062.302 -4.728 0
15062.552 -4.728 0
15062.802 -4.729 0
15063.052 -4.729 0
15063.302 -4.729 0
15063.552 -4.729 0
15063.802 -4.729 0
15064.052 -4.729 0
15064.302 -4.729 0
15064.552 -4.729 0
15064.802 -4.730 0
15065.052 -4.730 0
15065.302 -4.730 0
15065.552 -4.730 0
15065.802 -4.730 0
15066.052 -4.730 0
15066.302 -4.730 0
15066.552 -4.730 0
15066.802 -4.731 0
15067.052 -4.731 0
15067.302 -4.731 0
15067.552 -4.731 0
15067.802 -4.731 0
15068.052 -4.731 0
15068.302 -4.731 0
15068.552 -4.732 0
15068.802 -4.732 0
15069.052 -4.732 0
15069.302 -4.732 0
15069.552 -4.732 0
15069.802 -4.732 0
15070.052 -4.732 0
15070.302 -4.732 0
15070.552 -4.733 0
15070.802 -4.733 0
15071.052 -4.733 0
15071.302 -4.733 0
15071.552 -4.733 0
15071.802 -4.733 0
15072.052 -4.733 0
15072.302 -4.733 0
15072.552 -4.734 0
15072.802 -4.734 0
15073.052 -4.734 0
15073.302 -4.734 0
15073.552 -4.734 0
15073.802 -4.734 0
15074.052 -4.734 0
15074.302 -4.734 0
15074.552 -4.735 0
15074.802 -4.735 0
15075.052 -4.735 0
15075.302 -4.735 0
15075.552 -4.735 0
15075.802 -4.735 0
15076.052 -4.735 0
15076.302 -4.736 0
15076.552 -4.736 0
15076.802 -4.736 0
15077.052 -4.736 0
15077.302 -4.736 0
15077.552 -4.736 0
15077.802 -4.736 0
15078.052 -4.736 0
15078.302 -4.737 0
15078.552 -4.737 0
15078.802 -4.737 0
15079.052 -4.737 0
15079.302 -4.737 0
15079.552 -4.737 0
15079.802 -4.737 0
15080.052 -4.737 0
15080.302 -4.738 0
15080.552 -4.738 0
15080.802 -4.738 0
15081.052 -4.738 0
15081.302 -4.738 0
15081.552 -4.738 0
15081.802 -4.738 0
15082.052 -4.739 0
15082.302 -4.739 0
15082.552 -4.739 0
15082.802 -4.739 0
15083.052 -4.739 0
15083.302 -4.739 0
15083.552 -4.739 0
15083.802 -4.739 0
15084.052 -4.740 0
15084.302 -4.740 0
15084.552 -4.740 0
15084.802 -4.740 0
15085.052 -4.740 0
15085.302 -4.740 0
15085.552 -4.740 0
15085.802 -4.740 0
15086.052 -4.741 0
15086.302 -4.741 0
15086.552 -4.741 0
15086.802 -4.741 0
15087.052 -4.741 0
15087.302 -4.741 0
15087.552 -4.741 0
15087.802 -4.741 0
15088.052 -4.742 0
15088.302 -4.742 0
15088.552 -4.742 0
15088.802 -4.742 0
15089.052 -4.742 0
15089.302 -4.742 0
15089.552 -4.742 0
15089.802 -4.743 0
15090.052 -4.743 0
15090.302 -4.743 0
15090.552 -4.743 0
15090.802 -4.743 0
15091.052 -4.743 0
15091.302 -4.743 0
15091.552 -4.743 0
15091.802 -4.744 0
15092.052 -4.744 0
15092.302 -4.744 0
15092.552 -4.744 0
15092.802 -4.744 0
15093.052 -4.744 0
15093.302 -4.744 0
15093.552 -4.744 0
15093.802 -4.745 0
15094.052 -4.745 0
15094.302 -4.745 0
15094.552 -4.745 0
15094.802 -4.745 0
15095.052 -4.745 0
15095.302 -4.745 0
15095.552 -4.746 0
